target_variable,season,model_name,training_sample,weighting_column,parameters,intercept,coefficient
away_corners_against_mean_premier,2002,Baseline,Promoted,unweighted,{},6.087719298245614,0.0
away_corners_against_mean_premier,2003,Ridge,Promoted,unweighted,{'alpha': 0.0001},4.677310905596146,0.3030820782998569
away_corners_against_mean_premier,2004,Baseline,Promoted,unweighted,{},6.52046783625731,0.0
away_corners_against_mean_premier,2005,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 1000.0},6.835578686664044,0.00861931528301
away_corners_against_mean_premier,2006,Baseline,Promoted,unweighted,{},6.578947368421054,0.0
away_corners_against_mean_premier,2007,Baseline,Promoted,unweighted,{},6.590643274853801,0.0
away_corners_against_mean_premier,2008,Baseline,Promoted,unweighted,{},6.55388471177945,0.0
away_corners_against_mean_premier,2009,Baseline,Promoted,unweighted,{},6.614035087719298,0.0
away_corners_against_mean_premier,2010,Baseline,Promoted,unweighted,{},6.588693957115009,0.0
away_corners_against_mean_premier,2011,Baseline,Promoted,unweighted,{},6.564912280701752,0.0
away_corners_against_mean_premier,2012,Baseline,Promoted,unweighted,{},6.647527910685805,0.0
away_corners_against_mean_premier,2013,Baseline,Promoted,unweighted,{},6.659356725146199,0.0
away_corners_against_mean_premier,2014,Baseline,Promoted,unweighted,{},6.705802968960864,0.0
away_corners_against_mean_premier,2015,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'mean'},7.24018050375282,0.0
away_corners_against_mean_premier,2016,Baseline,Promoted,unweighted,{},6.71812865497076,0.0
away_corners_against_mean_premier,2017,Baseline,Promoted,unweighted,{},6.735745614035086,0.0
away_corners_against_mean_premier,2018,Baseline,Promoted,unweighted,{},6.735810113519092,0.0
away_corners_against_mean_premier,2019,Baseline,Promoted,unweighted,{},6.7270955165692,0.0
away_corners_against_mean_premier,2020,Baseline,Promoted,unweighted,{},6.749769159741459,0.0
away_corners_for_mean_premier,2002,Baseline,Promoted,unweighted,{},5.2105263157894735,0.0
away_corners_for_mean_premier,2003,Ridge,Promoted & Relegated,unweighted,{'alpha': 0.0001},0.021911637325604,0.8512878589778862
away_corners_for_mean_premier,2004,Average,Promoted & Relegated,2_season_half_life_weight,{'strategy': 'mean'},4.341881308834348,0.0
away_corners_for_mean_premier,2005,Average,Promoted & Relegated,unweighted,{'strategy': 'mean'},4.407894736842105,0.0
away_corners_for_mean_premier,2006,Average,Promoted & Relegated,unweighted,{'strategy': 'mean'},4.433333333333333,0.0
away_corners_for_mean_premier,2007,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'mean'},4.6001113895850745,0.0
away_corners_for_mean_premier,2008,Average,Promoted & Relegated,unweighted,{'strategy': 'mean'},4.419799498746867,0.0
away_corners_for_mean_premier,2009,Average,Promoted & Relegated,unweighted,{'strategy': 'mean'},4.4660087719298245,0.0
away_corners_for_mean_premier,2010,Average,Promoted & Relegated,unweighted,{'strategy': 'mean'},4.48148148148148,0.0
away_corners_for_mean_premier,2011,Baseline,Promoted,unweighted,{},4.656140350877193,0.0
away_corners_for_mean_premier,2012,Baseline,Promoted,unweighted,{},4.673046251993621,0.0
away_corners_for_mean_premier,2013,Baseline,Promoted,unweighted,{},4.679824561403509,0.0
away_corners_for_mean_premier,2014,Baseline,Promoted,unweighted,{},4.624831309041836,0.0
away_corners_for_mean_premier,2015,Baseline,Promoted,unweighted,{},4.6152882205513786,0.0
away_corners_for_mean_premier,2016,Average,Promoted & Relegated,4_season_half_life_weight,{'strategy': 'mean'},4.38333955293559,0.0
away_corners_for_mean_premier,2017,Average,Promoted & Relegated,2_season_half_life_weight,{'strategy': 'mean'},4.242549979943569,0.0
away_corners_for_mean_premier,2018,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'mean'},4.040679037355808,0.0
away_corners_for_mean_premier,2019,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'mean'},3.7922683956279126,0.0
away_corners_for_mean_premier,2020,Average,Promoted & Relegated,2_season_half_life_weight,{'strategy': 'mean'},3.960063609952821,0.0
away_fouls_against_mean_premier,2002,Baseline,Promoted,unweighted,{},13.14035087719298,0.0
away_fouls_against_mean_premier,2003,Baseline,Promoted,unweighted,{},12.859649122807015,0.0
away_fouls_against_mean_premier,2004,Ridge,Promoted & Relegated,unweighted,{'alpha': 10.0},12.989949798471065,-0.0309044019701992
away_fouls_against_mean_premier,2005,Ridge,Promoted & Relegated,unweighted,{'alpha': 10.0},12.688946731523044,-0.0162762824970778
away_fouls_against_mean_premier,2006,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 10.0},14.101880304427784,-0.1505988392167588
away_fouls_against_mean_premier,2007,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 1000.0},11.805737108346756,0.0336146669470795
away_fouls_against_mean_premier,2008,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},11.105263157894736,0.0
away_fouls_against_mean_premier,2009,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},11.31578947368421,0.0
away_fouls_against_mean_premier,2010,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},11.31578947368421,0.0
away_fouls_against_mean_premier,2011,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},11.157894736842104,0.0
away_fouls_against_mean_premier,2012,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},10.947368421052632,0.0
away_fouls_against_mean_premier,2013,Ridge,Promoted,1_season_half_life_weight,{'alpha': 1000.0},4.097170855550112,0.595719872166482
away_fouls_against_mean_premier,2014,Ridge,Promoted,1_season_half_life_weight,{'alpha': 1000.0},4.661003722432919,0.522091431564305
away_fouls_against_mean_premier,2015,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},10.526315789473683,0.0
away_fouls_against_mean_premier,2016,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},9.894736842105264,0.0
away_fouls_against_mean_premier,2017,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},10.263157894736842,0.0
away_fouls_against_mean_premier,2018,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},10.157894736842104,0.0
away_fouls_against_mean_premier,2019,Average,Promoted,2_season_half_life_weight,{'strategy': 'median'},9.894736842105264,0.0
away_fouls_against_mean_premier,2020,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 10.0},1.5938159236322775,0.7300806335024088
away_fouls_for_mean_premier,2002,Baseline,Promoted,unweighted,{},14.31578947368421,0.0
away_fouls_for_mean_premier,2003,Baseline,Promoted,unweighted,{},13.570175438596491,0.0
away_fouls_for_mean_premier,2004,Baseline,Promoted,unweighted,{},13.707602339181284,0.0
away_fouls_for_mean_premier,2005,Baseline,Promoted,unweighted,{},13.714912280701755,0.0
away_fouls_for_mean_premier,2006,Baseline,Promoted,unweighted,{},13.757894736842106,0.0
away_fouls_for_mean_premier,2007,Baseline,Promoted,unweighted,{},13.605263157894736,0.0
away_fouls_for_mean_premier,2008,Baseline,Promoted,unweighted,{},13.563909774436093,0.0
away_fouls_for_mean_premier,2009,Baseline,Promoted,unweighted,{},13.497807017543858,0.0
away_fouls_for_mean_premier,2010,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},3.3808571712605566,0.6992995441143738
away_fouls_for_mean_premier,2011,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},2.323724829254157,0.7640747084341938
away_fouls_for_mean_premier,2012,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},0.3604770535626294,0.9164766878336732
away_fouls_for_mean_premier,2013,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},5.844463533095253,0.4577620617714286
away_fouls_for_mean_premier,2014,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},10.243479514407865,0.0289581423129244
away_fouls_for_mean_premier,2015,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},9.744420330227294,0.1193750554500327
away_fouls_for_mean_premier,2016,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},9.049120499848332,0.2015517667170041
away_fouls_for_mean_premier,2017,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},2.5525556687415616,0.8235395376390621
away_fouls_for_mean_premier,2018,Ridge,Promoted,2_season_half_life_weight,{'alpha': 30.0},6.113584224090446,0.4609514703565938
away_fouls_for_mean_premier,2019,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},14.099117429188963,-0.2501814608514264
away_fouls_for_mean_premier,2020,Ridge,Promoted,1_season_half_life_weight,{'alpha': 300.0},14.004248321384896,-0.2503993317948956
away_goals_against_mean_premier,2002,Baseline,Promoted,unweighted,{},1.5789473684210524,0.0
away_goals_against_mean_premier,2003,Baseline,Promoted,unweighted,{},1.5350877192982455,0.0
away_goals_against_mean_premier,2004,Baseline,Promoted,unweighted,{},1.6900584795321638,0.0
away_goals_against_mean_premier,2005,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'median'},1.947368421052632,0.0
away_goals_against_mean_premier,2006,Average,Promoted & Relegated,unweighted,{'strategy': 'median'},1.8421052631578947,0.0
away_goals_against_mean_premier,2007,Baseline,Promoted,unweighted,{},1.7456140350877196,0.0
away_goals_against_mean_premier,2008,Average,Promoted & Relegated,unweighted,{'strategy': 'median'},1.7894736842105263,0.0
away_goals_against_mean_premier,2009,Average,Promoted & Relegated,unweighted,{'strategy': 'median'},1.8421052631578947,0.0
away_goals_against_mean_premier,2010,Ridge,Promoted & Relegated,unweighted,{'alpha': 1.0},1.394199785177228,0.4199785177228788
away_goals_against_mean_premier,2011,Ridge,Promoted & Relegated,unweighted,{'alpha': 0.3},1.2657975308879517,0.5421175293486654
away_goals_against_mean_premier,2012,Ridge,Promoted & Relegated,unweighted,{'alpha': 1.0},1.448802850261171,0.3939972038299356
away_goals_against_mean_premier,2013,Ridge,Promoted & Relegated,unweighted,{'alpha': 1.0},1.4445046021775767,0.3992813037756859
away_goals_against_mean_premier,2014,Baseline,Promoted,unweighted,{},1.8448043184885292,0.0
away_goals_against_mean_premier,2015,Average,Promoted & Relegated,unweighted,{'strategy': 'mean'},1.9367167919799504,0.0
away_goals_against_mean_premier,2016,Baseline,Promoted,unweighted,{},1.8502923976608192,0.0
away_goals_against_mean_premier,2017,Baseline,Promoted,unweighted,{},1.855263157894737,0.0
away_goals_against_mean_premier,2018,Baseline,Promoted,unweighted,{},1.841073271413829,0.0
away_goals_against_mean_premier,2019,Ridge,Promoted & Relegated,unweighted,{'alpha': 1.0},1.4624935752347938,0.371592409478536
away_goals_against_mean_premier,2020,Ridge,Promoted & Relegated,unweighted,{'alpha': 1.0},1.477490074630283,0.3595788066781228
away_goals_for_mean_premier,2002,Baseline,Promoted,unweighted,{},1.0701754385964912,0.0
away_goals_for_mean_premier,2003,Baseline,Promoted,unweighted,{},0.9473684210526316,0.0
away_goals_for_mean_premier,2004,Baseline,Promoted,unweighted,{},0.9590643274853802,0.0
away_goals_for_mean_premier,2005,Baseline,Promoted,unweighted,{},0.9473684210526316,0.0
away_goals_for_mean_premier,2006,Baseline,Promoted,unweighted,{},0.9578947368421052,0.0
away_goals_for_mean_premier,2007,Average,Promoted & Relegated,unweighted,{'strategy': 'mean'},0.8757309941520469,0.0
away_goals_for_mean_premier,2008,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'mean'},0.6988534327945848,0.0
away_goals_for_mean_premier,2009,Average,Promoted & Relegated,2_season_half_life_weight,{'strategy': 'mean'},0.7781648566569448,0.0
away_goals_for_mean_premier,2010,Baseline,Promoted,unweighted,{},0.8830409356725147,0.0
away_goals_for_mean_premier,2011,Baseline,Promoted,unweighted,{},0.910526315789474,0.0
away_goals_for_mean_premier,2012,Baseline,Promoted,unweighted,{},0.923444976076555,0.0
away_goals_for_mean_premier,2013,Baseline,Promoted,unweighted,{},0.9254385964912282,0.0
away_goals_for_mean_premier,2014,Baseline,Promoted,unweighted,{},0.9149797570850202,0.0
away_goals_for_mean_premier,2015,Baseline,Promoted,unweighted,{},0.913533834586466,0.0
away_goals_for_mean_premier,2016,Baseline,Promoted,unweighted,{},0.9169590643274852,0.0
away_goals_for_mean_premier,2017,Baseline,Promoted,unweighted,{},0.8947368421052632,0.0
away_goals_for_mean_premier,2018,Baseline,Promoted,unweighted,{},0.8833849329205365,0.0
away_goals_for_mean_premier,2019,Baseline,Promoted,unweighted,{},0.8771929824561402,0.0
away_goals_for_mean_premier,2020,Baseline,Promoted,unweighted,{},0.8688827331486612,0.0
away_redCards_against_mean_premier,2002,Baseline,Promoted,unweighted,{},0.0701754385964912,0.0
away_redCards_against_mean_premier,2003,Baseline,Promoted,unweighted,{},0.1052631578947368,0.0
away_redCards_against_mean_premier,2004,Baseline,Promoted,unweighted,{},0.0818713450292397,0.0
away_redCards_against_mean_premier,2005,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2006,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2007,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2008,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2009,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2010,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2011,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2012,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2013,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2014,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2015,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2016,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2017,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2018,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2019,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_against_mean_premier,2020,Average,Promoted,unweighted,{'strategy': 'median'},0.0526315789473684,0.0
away_redCards_for_mean_premier,2002,Baseline,Promoted,unweighted,{},0.0701754385964912,0.0
away_redCards_for_mean_premier,2003,Baseline,Promoted,unweighted,{},0.131578947368421,0.0
away_redCards_for_mean_premier,2004,Ridge,Promoted,1_season_half_life_weight,{'alpha': 0.03},0.1033544073964967,0.6129866538155954
away_redCards_for_mean_premier,2005,Baseline,Promoted,unweighted,{},0.1271929824561403,0.0
away_redCards_for_mean_premier,2006,Baseline,Promoted,unweighted,{},0.1228070175438596,0.0
away_redCards_for_mean_premier,2007,Baseline,Promoted,unweighted,{},0.1169590643274853,0.0
away_redCards_for_mean_premier,2008,Baseline,Promoted,unweighted,{},0.1102756892230576,0.0
away_redCards_for_mean_premier,2009,Baseline,Promoted,unweighted,{},0.1030701754385964,0.0
away_redCards_for_mean_premier,2010,Baseline,Promoted,unweighted,{},0.1013645224171539,0.0
away_redCards_for_mean_premier,2011,Baseline,Promoted,unweighted,{},0.1035087719298245,0.0
away_redCards_for_mean_premier,2012,Baseline,Promoted,unweighted,{},0.1036682615629983,0.0
away_redCards_for_mean_premier,2013,Baseline,Promoted,unweighted,{},0.0950292397660818,0.0
away_redCards_for_mean_premier,2014,Baseline,Promoted,unweighted,{},0.0958164642375168,0.0
away_redCards_for_mean_premier,2015,Baseline,Promoted,unweighted,{},0.0964912280701753,0.0
away_redCards_for_mean_premier,2016,Baseline,Promoted,unweighted,{},0.0959064327485379,0.0
away_redCards_for_mean_premier,2017,Baseline,Promoted,unweighted,{},0.0964912280701754,0.0
away_redCards_for_mean_premier,2018,Baseline,Promoted,unweighted,{},0.0928792569659442,0.0
away_redCards_for_mean_premier,2019,Baseline,Promoted,unweighted,{},0.0906432748538011,0.0
away_redCards_for_mean_premier,2020,Baseline,Promoted,unweighted,{},0.0877192982456139,0.0
away_shotsOnTarget_against_mean_premier,2002,Baseline,Promoted,unweighted,{},5.754385964912281,0.0
away_shotsOnTarget_against_mean_premier,2003,Ridge,Promoted & Relegated,unweighted,{'alpha': 1000.0},6.813384410359844,0.0020956862154238
away_shotsOnTarget_against_mean_premier,2004,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 1000.0},7.390600914237055,-0.0003866425969291
away_shotsOnTarget_against_mean_premier,2005,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'mean'},7.985964912280703,0.0
away_shotsOnTarget_against_mean_premier,2006,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 30.0},6.1722813101124405,0.3489575872053005
away_shotsOnTarget_against_mean_premier,2007,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 30.0},7.448775517682018,0.0842348973325375
away_shotsOnTarget_against_mean_premier,2008,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 30.0},6.774727925140127,0.1871356404085194
away_shotsOnTarget_against_mean_premier,2009,Ridge,Promoted & Relegated,2_season_half_life_weight,{'alpha': 10.0},5.6347285373213305,0.4507970994305827
away_shotsOnTarget_against_mean_premier,2010,Ridge,Promoted,1_season_half_life_weight,{'alpha': 10.0},4.565799006154941,0.743316239640296
away_shotsOnTarget_against_mean_premier,2011,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'mean'},8.592341067723071,0.0
away_shotsOnTarget_against_mean_premier,2012,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'mean'},9.103437636592703,0.0
away_shotsOnTarget_against_mean_premier,2013,Average,Promoted & Relegated,1_season_half_life_weight,{'strategy': 'mean'},9.196478375425745,0.0
away_shotsOnTarget_against_mean_premier,2014,Baseline,Promoted,unweighted,{},7.928475033738189,0.0
away_shotsOnTarget_against_mean_premier,2015,Ridge,Promoted & Relegated,unweighted,{'alpha': 3.0},4.99961929025414,0.5385737959237183
away_shotsOnTarget_against_mean_premier,2016,Ridge,Promoted,1_season_half_life_weight,{'alpha': 10.0},1.660040291900896,0.8660516043432681
away_shotsOnTarget_against_mean_premier,2017,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},1.5382916559253257,1.006168139186803
away_shotsOnTarget_against_mean_premier,2018,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},1.2370473680324183,1.0512334567471429
away_shotsOnTarget_against_mean_premier,2019,Ridge,Promoted,2_season_half_life_weight,{'alpha': 10.0},1.540352998230019,0.996824684593528
away_shotsOnTarget_against_mean_premier,2020,Ridge,Promoted,1_season_half_life_weight,{'alpha': 10.0},2.6673665077845383,0.6323606282664258
away_shotsOnTarget_for_mean_premier,2002,Baseline,Promoted,unweighted,{},4.140350877192982,0.0
away_shotsOnTarget_for_mean_premier,2003,Ridge,Promoted,unweighted,{'alpha': 1.0},4.578197274659333,-0.0575071883985498
away_shotsOnTarget_for_mean_premier,2004,Ridge,Promoted,1_season_half_life_weight,{'alpha': 1.0},4.563555900162409,-0.0264523746063842
away_shotsOnTarget_for_mean_premier,2005,Baseline,Promoted,unweighted,{},4.298245614035087,0.0
away_shotsOnTarget_for_mean_premier,2006,Baseline,Promoted,unweighted,{},4.231578947368421,0.0
away_shotsOnTarget_for_mean_premier,2007,Baseline,Promoted,unweighted,{},4.175438596491229,0.0
away_shotsOnTarget_for_mean_premier,2008,Baseline,Promoted,unweighted,{},4.182957393483709,0.0
away_shotsOnTarget_for_mean_premier,2009,Baseline,Promoted,unweighted,{},4.269736842105263,0.0
away_shotsOnTarget_for_mean_premier,2010,Baseline,Promoted,unweighted,{},4.385964912280701,0.0
away_shotsOnTarget_for_mean_premier,2011,Average,Promoted,1_season_half_life_weight,{'strategy': 'mean'},5.270154859288985,0.0
away_shotsOnTarget_for_mean_premier,2012,Average,Promoted,1_season_half_life_weight,{'strategy': 'median'},6.0,0.0
away_shotsOnTarget_for_mean_premier,2013,Average,Promoted,1_season_half_life_weight,{'strategy': 'mean'},5.60709465972624,0.0
away_shotsOnTarget_for_mean_premier,2014,Baseline,Promoted,unweighted,{},4.60863697705803,0.0
away_shotsOnTarget_for_mean_premier,2015,Ridge,Promoted,1_season_half_life_weight,{'alpha': 1000.0},-0.1058876795543972,0.8074439128727211
away_shotsOnTarget_for_mean_premier,2016,Average,Promoted,1_season_half_life_weight,{'strategy': 'median'},3.210526315789474,0.0
away_shotsOnTarget_for_mean_premier,2017,Ridge,Promoted,1_season_half_life_weight,{'alpha': 1000.0},0.8839816410224626,0.4890756594323751
away_shotsOnTarget_for_mean_premier,2018,Ridge,Promoted,1_season_half_life_weight,{'alpha': 1000.0},-0.0812081435413958,0.7372712485943147
away_shotsOnTarget_for_mean_premier,2019,Ridge,Promoted,1_season_half_life_weight,{'alpha': 1000.0},0.2072263640309279,0.7018179170907656
away_shotsOnTarget_for_mean_premier,2020,Ridge,Promoted,1_season_half_life_weight,{'alpha': 1000.0},1.7845391410408646,0.2993672735399718
away_shots_against_mean_premier,2002,Baseline,Promoted,unweighted,{},12.210526315789474,0.0
away_shots_against_mean_premier,2003,Ridge,Promoted & Relegated,unweighted,{'alpha': 1000.0},13.28519483718135,0.0039270564624903
away_shots_against_mean_premier,2004,Ridge,Promoted & Relegated,unweighted,{'alpha': 1000.0},13.535255319743468,-0.0008142938463563
away_shots_against_mean_premier,2005,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 1000.0},14.507504357695897,0.0175366590500329
away_shots_against_mean_premier,2006,Ridge,Promoted & Relegated,unweighted,{'alpha': 1000.0},14.11451560802828,0.0078499108943954
away_shots_against_mean_premier,2007,Ridge,Promoted & Relegated,8_season_half_life_weight,{'alpha': 1000.0},14.189719362932662,0.0065721928009325
away_shots_against_mean_premier,2008,Ridge,Promoted & Relegated,4_season_half_life_weight,{'alpha': 100.0},13.137424212244548,0.1113405708259653
away_shots_against_mean_premier,2009,Ridge,Promoted & Relegated,2_season_half_life_weight,{'alpha': 100.0},12.0057630285663,0.2593488156338823
away_shots_against_mean_premier,2010,Ridge,Promoted & Relegated,1_season_half_life_weight,{'alpha': 300.0},12.7552667612526,0.2436164430465584
away_shots_against_mean_premier,2011,Ridge,Promoted & Relegated,2_season_half_life_weight,{'alpha': 100.0},11.86092030280691,0.2938313980075863
